n.uri,m.contractpartyid,r.haseffectivedate,r.hasexpirationdate,r.hasposition,r.hastitle,o.uri
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000023,400000000023,"""2012-12-17T00:00:00""","""2012-12-17T00:00:00""",Officer,CO-PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1019
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000024,400000000024,"""2007-01-02T00:00:00""","""2016-02-12T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3115
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000024,400000000024,"""2013-04-08T00:00:00""","""2016-07-27T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1020
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000022,400000000022,"""2006-12-31T00:00:00""","""2016-03-11T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3113
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000022,400000000022,"""2012-08-20T00:00:00""","""2012-08-20T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1018
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000248,400000000248,"""2014-12-31T00:00:00""","""2015-12-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1244
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000248,400000000248,"""2008-04-25T00:00:00""","""2012-04-19T00:00:00""",Officer,CORPORATE SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1018
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000249,400000000249,"""2010-04-23T00:00:00""","""2010-04-23T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1245
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000249,400000000249,"""2008-06-13T00:00:00""","""2008-06-13T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1019
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000030,400000000030,"""2007-03-29T00:00:00""","""2016-11-18T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3121
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000030,400000000030,"""2013-10-10T00:00:00""","""2015-01-08T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1026
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000031,400000000031,"""2007-06-25T00:00:00""","""2008-08-04T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3122
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000031,400000000031,"""2013-10-30T00:00:00""","""2013-10-30T00:00:00""",Officer,INTERIM CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1027
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000258,400000000258,"""2011-02-08T00:00:00""","""2011-02-08T00:00:00""",Officer,TREASURER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1254
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000258,400000000258,"""2009-12-01T00:00:00""","""2013-12-16T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1028
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000259,400000000259,"""2011-05-05T00:00:00""","""2012-05-04T00:00:00""",Officer,CHIEF OPERATING OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1255
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000259,400000000259,"""2009-12-14T00:00:00""","""2010-09-14T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1029
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000269,400000000269,"""2013-02-07T00:00:00""","""2013-02-07T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1265
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000269,400000000269,"""2011-01-10T00:00:00""","""2011-06-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1039
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000267,400000000267,"""2012-09-20T00:00:00""","""2012-09-20T00:00:00""",Officer,EXEC RISK OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1263
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000267,400000000267,"""2010-11-22T00:00:00""","""2011-05-05T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1037
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000268,400000000268,"""2012-10-16T00:00:00""","""2013-06-04T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1264
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000268,400000000268,"""2011-01-01T00:00:00""","""2016-12-31T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1038
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000261,400000000261,"""2011-10-18T00:00:00""","""2014-03-20T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1257
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000261,400000000261,"""2010-01-26T00:00:00""","""2016-02-01T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1031
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000262,400000000262,"""2011-10-21T00:00:00""","""2011-10-21T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1258
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000262,400000000262,"""2010-05-27T00:00:00""","""2012-04-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1032
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000260,400000000260,"""2011-05-18T00:00:00""","""2016-08-17T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1256
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000260,400000000260,"""2009-12-31T00:00:00""","""2016-04-26T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1030
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000265,400000000265,"""2012-07-17T00:00:00""","""2015-05-19T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1261
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000265,400000000265,"""2010-08-27T00:00:00""","""2012-09-04T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1035
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000266,400000000266,"""2012-08-08T00:00:00""","""2012-08-08T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1262
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000266,400000000266,"""2010-09-29T00:00:00""","""2016-07-22T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1036
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000263,400000000263,"""2012-01-27T00:00:00""","""2012-01-27T00:00:00""",Officer,SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1259
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000263,400000000263,"""2010-06-15T00:00:00""","""2010-06-16T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1033
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000264,400000000264,"""2012-03-08T00:00:00""","""2013-03-08T00:00:00""",Officer,COMPLIANCE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1260
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000264,400000000264,"""2010-07-26T00:00:00""","""2010-07-26T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1034
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000038,400000000038,"""2008-02-15T00:00:00""","""2009-04-08T00:00:00""",Officer,EXECUTIVE DIRECTOR,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3129
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000038,400000000038,"""2015-02-10T00:00:00""","""2016-04-26T00:00:00""",Officer,EXECUTIVE CHAIRMAN,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1034
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000039,400000000039,"""2008-02-29T00:00:00""","""2008-04-24T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3130
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000039,400000000039,"""2015-03-13T00:00:00""","""2016-05-10T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1035
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000036,400000000036,"""2008-02-01T00:00:00""","""2008-02-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3127
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000036,400000000036,"""2014-10-21T00:00:00""","""2016-07-01T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1032
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000037,400000000037,"""2008-02-14T00:00:00""","""2008-05-30T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3128
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000037,400000000037,"""2015-01-02T00:00:00""","""2015-02-11T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1033
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000270,400000000270,"""2013-02-12T00:00:00""","""2014-11-24T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1266
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000270,400000000270,"""2011-01-31T00:00:00""","""2015-01-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1040
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000034,400000000034,"""2007-09-12T00:00:00""","""2011-01-19T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3125
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000034,400000000034,"""2014-02-26T00:00:00""","""2017-01-01T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1030
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000035,400000000035,"""2007-11-01T00:00:00""","""2014-08-14T00:00:00""",Officer,GENERAL COUNSEL,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3126
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000035,400000000035,"""2014-04-28T00:00:00""","""2015-05-06T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1031
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000032,400000000032,"""2007-07-26T00:00:00""","""2015-06-11T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3123
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000032,400000000032,"""2013-11-08T00:00:00""","""2014-06-02T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1028
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000033,400000000033,"""2007-07-31T00:00:00""","""2008-06-18T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3124
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000033,400000000033,"""2014-02-10T00:00:00""","""2014-02-10T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1029
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000041,400000000041,"""2008-04-18T00:00:00""","""2008-04-18T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3132
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000041,400000000041,"""2015-04-01T00:00:00""","""2015-07-20T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1037
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000042,400000000042,"""2008-08-14T00:00:00""","""2012-09-30T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3133
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000042,400000000042,"""2015-06-01T00:00:00""","""2017-01-01T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1038
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000040,400000000040,"""2008-04-06T00:00:00""","""2010-07-09T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3131
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000040,400000000040,"""2015-03-31T00:00:00""","""2015-03-31T00:00:00""",Officer,ACTING CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1036
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000043,400000000043,"""2008-11-20T00:00:00""","""2008-11-20T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3134
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000043,400000000043,"""2015-07-15T00:00:00""","""2016-03-07T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1039
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000044,400000000044,"""2008-12-05T00:00:00""","""2009-11-30T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3135
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000044,400000000044,"""2015-07-30T00:00:00""","""2016-02-19T00:00:00""",Officer,GENERAL COUNSEL,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1040
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000052,400000000052,"""2009-12-01T00:00:00""","""2011-04-01T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3143
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000052,400000000052,"""2016-03-09T00:00:00""","""2016-03-09T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1048
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000053,400000000053,"""2010-02-22T00:00:00""","""2010-08-02T00:00:00""",Officer,CMO,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3144
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000053,400000000053,"""2016-04-26T00:00:00""","""2016-04-26T00:00:00""",Officer,MANAGING DIRECTOR,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1049
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000050,400000000050,"""2009-07-20T00:00:00""","""2016-10-25T00:00:00""",Officer,CHAIRMAN,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3141
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000050,400000000050,"""2016-02-09T00:00:00""","""2016-02-09T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1046
